tweet,sentiment,length
taking dog walk weather perfect rite p suck becuz come hahaha,positive,61
maan way nice outside working,positive,29
going rain,neutral,10
ming gg summer sch though attachment yan go see blog check msn ask kinny,neutral,72
wish could pole got space maybe throw furniture get pole,positive,56
good morning sunshine tiime chool lol bbl,positive,41
oh thas cool know kinda knew bout cuz ericson haha guy together x,neutral,65
get chat oh well time eat praline,negative,33
bit devastated lost entire document folder home computer,negative,56
may u case attend back afford go,neutral,32
ticket worth kd derham ta 3yeem car window,neutral,42
next time around please let know take lunch,neutral,43
im bummed right nobody love,negative,27
lol omg replied back ppl thx,positive,28
loved britain got talent last night shaun greg amazing hot say noticed,positive,70
well good,positive,9
hi goin see wednesay shepard bush,neutral,33
hahah except haley get hit car yay leyton,neutral,41
love catching people singing car even better dancing,positive,52
official finally getting grey hair fb,neutral,37
break packing watching office pam woken look cute knew meant,negative,60
two small dog good hear center parcs wd take cruising new york queen mary real treat,negative,84
think breaking heart trying keep together falling apart,negative,55
frustrated found sitter avail tonight tkd test guess good thing married instructor,neutral,82
whole lot rainstorm goin maybe go tonight,neutral,41
sunny atm need drop brother class later find,neutral,44
see told updating personal site lot goody check come,neutral,52
busy exam week coming always look bright side life whistle,positive,58
hahahahah woke today totally missed lecture quiz open lab useless chipotle w silvera jenny greeat 8d,neutral,100
heading schol going good day knoww,positive,34
went vending maching get bugle bugle perhaps sign need snack anyway,neutral,67
completely forgot mothersday today lol happy mothersday beautiful mum,positive,69
poor johnny sick look like going vet tomorrow,negative,45
want fake blt,neutral,13
sale botega,neutral,11
happy mother day,positive,16
going work ill home im going look camera since must lost house everyone wonderful day,positive,85
going go tonight look like heading main street,neutral,46
called cheeseburglar made sad,negative,29
thanks first lol,neutral,16
taffjones oh nevar use kde made fail,negative,36
know,neutral,4
pm,neutral,2
trying find foreign place foreign town lost,negative,43
ended face face bear driving home evening sadly took wood hauled cameraphone,negative,76
got caught rain outside im cold bbr,neutral,35
gave brother hug goodbye took load furniture away house took mattress like,neutral,74
ca throat hurt today blah,negative,25
round two vega vanilla chai flavor realized day left,neutral,52
indeed thanks sharing go sleep giggling night,positive,45
follow shes lonelyy,neutral,19
home mall got mommy gift tomrrow,neutral,32
guess potus able digging folo s nomination good po,positive,50
ugh definitely speak soon,neutral,25
yea tough keep going sometimes sure worth,negative,41
completely exhausted thanks yesterday go home yet,negative,49
cleaning time,neutral,13
happened often hated every time moved username thought love moved soon,negative,70
morning hope r well bed soon,positive,28
going bed happy mother day people,positive,33
yes really back wait day arrive finally gale back po,positive,52
left first left bed look,neutral,24
ugh trouser never found way combat weird,negative,40
excolleagues shaanxi kept boasting native noodle really curious shaanxi food,positive,76
love pretty foot,positive,16
chat since go school,neutral,20
think gangster even fit g unit know,negative,35
im believe tried ginger freckle join face get bottle cancer,negative,59
probably come like drunk something nervous lol thats help eachother,neutral,67
uni assignment,neutral,14
yeah ill verizon two option right,neutral,33
wish drems could come true,positive,26
love show,positive,9
time go swimming freezing water kalies yeah,positive,43
yeah liljessx one care,neutral,22
thanks good read blog post,positive,26
got hw 2nite,negative,12
twets fgs tweekdeck hate cryy,negative,29
someone stole new laptop airport even used guess u economy breeding new set opportinists,negative,88
scare,negative,5
heh meant difference b3 b4,neutral,26
loving monday many reason,positive,25
chance might come back moncton miss show tonight,negative,48
nicole exact pic except hubby chihuahua tucker cute,positive,51
sko next time go online show club owner ean golden video hahaha fan mention,positive,75
well actually went got driver license worry bus haha,negative,52
left chocolate egg sitting office calling name,neutral,46
today weigh lost pound week depressing,negative,38
living quite close raf boulmer might good thing,negative,47
bad sweden theater october,negative,26
got ta love skype make sure get new update,positive,42
oh french tip fave nail long enough yet tho ill ask manicurist,positive,62
greatest friend entire world,positive,28
whew ok goodi really want happen friend loved wait talk monday class,neutral,68
boo animal collective already sold guess missing show,negative,53
ah thanks appreciate,positive,20
crossed golden state nice home,positive,30
peace quiet enjoy last,positive,22
dark knight dvd missing pissed,negative,30
helping,negative,7
got ticket gig glasgow gutted wait til november though,neutral,54
saw slater mtv show think wan na dance slater like kelly kapowski,negative,65
watch soon love new york sweet lookout,positive,38
woke sore throat work tonight grad practice morning hanging family graduating high school,negative,89
blessed beyond measure,positive,22
work morning friend get party stupid bberry lite flashing red message,negative,69
dad retelling saskatoon g story love hearing guy said never heard,positive,65
gettin check outta school cause im sick goin pick jimbbo,negative,56
agree pre decided think,neutral,23
hope get spend weekend home,positive,27
bun awesome thank,positive,17
found thro mama,neutral,15
anytime buddy c,neutral,15
bit stimulate economy,neutral,21
dans public transport decided everything north london utter southern train alright,negative,82
happy mother day special mom luv mommy,positive,38
happy belated birthday billy forgot say bday feel aweful,neutral,56
picked boston legal season enjoying matter offensive denny love denny crane riot,positive,80
soo school maybe sick week evil laugh,negative,37
chillaxing really yeah man hehe,positive,31
vancouver get tough slum landlord ew backed sewage,neutral,50
rest well,positive,9
awake migrane yey tummy hurting evil ibs,negative,40
happened warm commence pouting return readysetgo,neutral,48
got stung bee,negative,13
sitting home watching atl time todayy waiting jess come like go get marg head later second sat,neutral,94
im feeling like ish wan na go home go mimis,negative,43
try silly silly tweetdeck mean,neutral,30
morning world healthyliving update weight morning 821kg 12st 12lbs going right direction,positive,88
actually use standard speaker wire standard terminal soldering involved anything,positive,80
oh night love ace,positive,17
gaah rain tomorrow,negative,18
still working,neutral,13
didnt get paid week roll tuesday,neutral,32
missed,neutral,6
mailed help got reply right get probly mean get,neutral,47
knew something wrong guy confirmed thanks pic,neutral,45
ishere oh hun sorry everything last thing deserve unhappy home,neutral,62
ugh poor beautiful girl went new tire inspection sticker repair still tire,neutral,74
awesome know people think take make nashville offer help want,positive,61
internet blackberry fooked checking tweet whether phill taken request,neutral,69
yuotube link denied work,negative,24
cheering arsenal lady missing x,neutral,31
back work today even mind,neutral,25
god peppermint mocha frappachinos amazing addicting,positive,51
happy star war day lol may force strong,positive,39
hd full,neutral,7
good morning guy dont forget today mother day mommy love youre best,positive,67
story reminds living portugal,neutral,29
probably want go home,neutral,21
dimple preview today aired yet via,neutral,34
love music especially fight thats awsome song far,positive,49
best cup final today fun,positive,24
feel good today,negative,15
missing voice,negative,13
uce pgce went leicester main degree though,neutral,42
ur linky worky,neutral,14
lonely day baguio,negative,17
kinda sad alone time miss brother friend suck mean one even called week,negative,71
cont small child puppy cleche sarcasm annoying bcreative harrd,negative,62
phone die ttfn,negative,14
rt cool thing successful entrepreneur please share,positive,50
going lay get officially yes lol good night,positive,43
langley hi guy guess twitter phone,neutral,34
time go bed hopefully wake better day niights yall,positive,50
woo exam nxt wk,neutral,15
stolen purse new store see tag still,negative,36
would contest chickened,negative,23
btw ordered yer merch yesterday,positive,31
scifi geek starwars ten commandment u geek,positive,42
dont get,neutral,8
back city breakfast time,neutral,24
happy mother day mommy,positive,22
girl blunt soo thought right absolutly great day stressor come home,positive,67
blast lmhr tomorrow sam running could see could join next week,positive,62
rip fristy thinking abt,negative,23
one thing good enough friendship retained,positive,41
yep trying beat cold winter morning swim always refreshing good start day,positive,73
okay listening jonathan coulton working woo,neutral,43
find tennis racket,neutral,18
dual reject,neutral,11
old comfy like worn sweat said love sarcastic heart muster,neutral,58
fam lol coming probably mid june early julyish,neutral,46
feeling happy despite amount work need today happy time,positive,55
sleepy even late fail,negative,21
finished english final one step closer end,neutral,42
feeling great,positive,13
joe 230pm kevin pic new pair pjs pmsl could died lmfaoo miss boy,negative,64
hey lol wassup mama,neutral,19
awl mann meet summa something,neutral,29
blog entry,neutral,10
wrong maybe help,neutral,16
chilling home,positive,13
santa cruz interview jamba tomorrow morning,neutral,43
mood listen reg stuff sir told used huge fan mine seems forgotten song,neutral,70
mcfly,neutral,5
bitten blood cat way rabies bacterin seems shot month never wash cat home hate water,negative,84
goodnight lovely,positive,16
another two hour work ugh go slow im sore,negative,41
bowling cousin awesome,positive,22
got ta show monday hopefully head better,positive,40
miss yoouu,negative,10
hey mary twitter karishmaa1 luvv youu,positive,37
said gon na follow nita ur live chat,neutral,36
would like hug kiss eric long distance really really stink,negative,58
fair bath,negative,9
please thing wanted birthdayy please say happy birthday,positive,55
shall annoyingly tweet tomorrow,negative,31
aww one msn,neutral,11
feel almost empty inside today good feeling,negative,43
schade tvaddict,neutral,15
dont feel good sick stomach,negative,27
love way sky look ie cloud would mean ultra hot outside,positive,55
husband wear shirt time think send way,neutral,38
could go cali without sad,negative,25
would love hear nokia perspective,positive,33
livlyf good hear time weekend working though,positive,44
sent ben weekly shop woo x,neutral,26
choice use one project never end,neutral,32
let download co said uk little cry,negative,34
making shell join twitter follower,neutral,34
umm apple pie check cupcake check green tea check coffee check ready tea time,neutral,77
um write tonight like want write yet nothing,positive,44
found bug rhel5 bnx2 driver cant handle high packet per second 50k,negative,66
mum sound humble sweet thing ask,positive,32
getting ready leave girl scout metting feel like,negative,48
already took da pic,neutral,19
met one nerdiest server chili today lol awesome favorite,positive,56
yeh suppose know henry really gunner,neutral,36
surely knew hand good book hand held essential psps unless charger,neutral,66
yeah teased boofy bit buying red hair extension btw,positive,51
eagle make saturday night much better,positive,37
gah supposed study sneeze get even tired,negative,40
inspite spam stop losing twittergadget love twitting gmail,positive,58
body power expo thanks mike performance network free tix,positive,56
thank,positive,5
happy mother day everyone,positive,25
scratch watching marley thinking could stay awake better one,neutral,60
shattered long week thats pity tomorrow night,neutral,45
played volleyball,neutral,17
mile run meter swim thing looking better better laying bike today,positive,65
sky cu got much attention end shes embarrased think got outta hand bit poor girl,negative,80
tweet cheaptweet wan na vote,neutral,28
forgot twitter account happy mother day,positive,39
yay live demo rhodes loving euruko,positive,34
hahahaha watching miss ocean,negative,28
aw ugly,neutral,7
love well,positive,9
lucky jade nacklacematching earring lucky lost earring chain broke pendant,positive,74
like no1 n tha dj comp hella wack gud dj got free gud,neutral,53
wow see mrb obsession,positive,21
lol academyish haha really really miss ob,negative,41
marie stick kidd alright whole sketchy world waiting taken advantage,positive,68
yippee happy birthday,positive,21
ugh 34th hour,negative,13
sound like perfect way spend sunday evening enjoy,positive,49
hi im better drinking hot tea honey thanks take care plis,positive,57
movie worst fate used straight dvd straight divx straight internet,negative,66
good luck dundee tonight co ton uni work,positive,40
work trying relax min got ta go back sleep,neutral,42
yeah wasting time fail,negative,22
happy sunday beautiful day london meet chergo breakfast,positive,55
environmental study driving mental,negative,34
know lame,negative,9
find info getonu2com hope launch project week really need help release,neutral,70
bored would love someone talk,neutral,29
yes change,neutral,10
lappytop batery dying tryingtofind movieto watch since im staying goingto room,negative,78
getting dm asking fell past day sick better appreciate concern game,positive,67
noo went zoo instead lol ru goin 2night,neutral,39
collabro wjphlip called california another hot one,neutral,50
happy mother day mother grandmother furbaby mommy etc heading breakfast mom shortly,positive,83
havent gotten prank call making laugh long,neutral,42
sleep due watching uktv food keep craving bay think body guna ache tomro,negative,72
guessing ran mile gym superman oxox,positive,35
made breakfast mom,neutral,18
outside playing ball dog hot sweaty,negative,35
finally holiday,positive,15
school like one thats vacation,neutral,30
would say hi,neutral,12
bad still,negative,9
want game tonight friend,neutral,24
okay idea,neutral,9
haha co one tweet smile smile smile quoted boy reply,positive,52
mother day isnt 31th swedenbut thnx pm,positive,38
listening online radio oldie,neutral,28
plane landed finally gon na get board hour late stupid rain,negative,59
officially done high school sad miss already movie later,negative,56
seeing one side looked interesting deep,positive,39
see guy philippine would coolest thing ever always wanted go one concert,positive,72
yeah getting ready go get pizza nothing maybe 2gnt want play xbox,neutral,65
good working double jasmin,neutral,26
cleaned screen new pc do machine took another screenshot,neutral,56
brighter note still work friday working people problem oh man eating pizza tonight hoorah,neutral,89
know suck master procrastinator guy much fun without,negative,52
favorite shirt ruined death bleach fb,negative,37
found one ankle swollen eeks hurt,negative,33
knee hurting bad im limping get suffer work together,negative,52
girl crash may last day,neutral,23
aww im sorry im home hope ok love ya wifey,negative,42
disneyland blast yesterday back work,positive,36
ohh twpp falling silent waiting track ur u version next time maybe btw sunny california sound good,positive,98
course would,positive,12
ur going get tired hearing saw preview ur movie year one funny yeah,neutral,67
loser baha dude gon na come put picture myspace really quick,negative,60
spending girly day wif four big sister shopping pedicure dyeing eachother hair ohh yeah,neutral,87
tried vote day figure help lol,neutral,30
caine saw made sad,negative,18
oh well go hope seamless transfer blog however track running sometime eve,neutral,73
hi nice meet,positive,12
kearley twitter,neutral,15
burnt hand today,negative,16
please comment back ily,neutral,23
even situation sad sorry really sucky,negative,37
thanks link love yesterday way,positive,30
sleep deprived hot sleep,negative,24
new golf vi tsi 160hp fast,neutral,26
done painting bedroom furniture still table wait move uggh moving heat,negative,70
really need lose weight anybody wan na exercisebuddy,neutral,52
thank link explains lot glad feeling good friend coming tomorrow fun,positive,68
believe gorgeous weather today spend work,positive,41
morning mean smart,neutral,18
ci ew poor wish best thank god rolland garros month p,neutral,53
toronto waiting day go,positive,22
want cookie,positive,11
happy birthday,positive,14
five day five long day ahh,positive,26
happy mother day mama greatful appreciate mama,positive,46
must agree like blackberry,positive,26
gray hat python book reminded many security tool python version specific pain need use,negative,86
pink balloon mum day,neutral,20
friday trying find something,positive,28
yes stupid girl kind,negative,20
suck still hungry sucked food,negative,29
yesh lawl,neutral,9
dedicated today mother day video without mom dad tweeting,positive,57
feeling madly sorry im seck make feel better going fashion show,negative,63
work,neutral,4
holy super sunny friday whitsun tube deesearted wish park,neutral,57
gauge time day office anymore worse friggin casino waitress smoking booze,negative,73
way home sleep seeing amber pacific tomorow besties,neutral,51
forgot lube may need go er,neutral,26
get crazy,neutral,9
saw new star trek movie yesterday twas good quiet day today gym lunch,positive,69
oh poor thing sorry babe,negative,24
crazy gone,negative,10
found pack united red carpet club booze voucher anyone wanting quite drink come appears,neutral,87
night night everyone happy mother day mother,positive,44
great rain,positive,10
bad life gotten werecounting church5050 raffle answer real bad,negative,62
sore throat coming recording start new citipointe ep album arggh prayer needed,negative,78
awake 1245am mum turned internet couldnt watch live chat ccrying sad,negative,68
jealous,negative,7
bring food go please,neutral,20
hi frenchie later p,neutral,19
hot cold,neutral,8
rock sock sorry go bfe maryland,neutral,31
huge spider crawled past huge,neutral,29
oh sorry pet,negative,12
heh seem complex iphone jealousy selfdenial harmful let,negative,55
computer packed away go life right cardboard box,negative,48
dont ya know people love human society,positive,38
tired,negative,5
sure sleeping tell favorite part tomorrow laughed pretty much whole time,positive,72
thanks new follower,positive,19
sitting mels house finished eating mcdicks laughing dumb stuff said tonight ready bed think,positive,91
chance watch yet going get hold thanks tip,positive,42
hahaha like dougie thats harsh happy replied,neutral,44
happy finally kean cipriano replied chat message hope fake,positive,58
loving weather weekend shame back work tomorrow,neutral,47
downtown fun tonight walk back car rediculous lol,neutral,49
going die study overload weekend much homework paying work interrupt screwed,negative,76
well tomorrow miss,negative,18
happy mother day mum also si mum jess ahah,positive,42
leslie love video inspiration mr leslie wait new album still rocking debut,positive,74
rex513 working weekend,neutral,22
love song together song well think still,positive,40
book save summer amazones village suite cretegreece best place,positive,62
omfg test joke,neutral,14
sitting home bored,negative,18
quite alright plus side ate cinnamin toast crunch breakfast eating strawberry,neutral,77
happiness,neutral,9
love mandy moore much also angela,positive,33
boring sunny monday school tired lazy hungry yeah great mood,neutral,60
wake tired moment listing music make happy let wake,neutral,51
surrounded student house barbecue playing music hardly conducive good jobapplying frame mind,positive,92
may forth ha yes today birthday star war day lucky star war fan,positive,63
thanks holding mini laser light thingy lol,positive,42
window livewriter accessible guess answer,neutral,41
butler thinkhope might put age limit next year back bgt,positive,55
kryptik usual application checking status reading stuff wel arbit etc,neutral,69
miss going ek every summer christmas vaca take,negative,46
oh really hello,neutral,15
happy bday lina haha birthdaypresent would comment new video,positive,60
starting brinn guess get laptop back use messenger hate,negative,55
change plan seeing today,neutral,24
pancake always end soggy,negative,24
lot confusion work place,negative,24
lol know feel kid current work load maxed time grow thing,neutral,57
heerlen sunday right,neutral,20
woot freaking hoo tho mad world well itunes top chart,positive,53
good weekend,positive,12
yer oh cause hell need post haha talk,neutral,37
figure start raining freed work,positive,31
think fair k den guess wrng still feel fair,negative,43
hrlich,neutral,6
monday bad sunny fb,positive,19
well lovely completely flattened back injury go weekend,positive,55
waching gray antomy,neutral,19
writing mother day card mom gran hurray,positive,39
cafe management end month nothing number arty little head hurt finding discrepencies,negative,84
sad gmail chat died help,negative,24
screw im going bed one love,neutral,27
way man like year old,neutral,21
aureole oh gosh cute,positive,20
swimming party brother tonight awesome time since sissy cold water loved today,positive,78
chinese lunch buffet add soda noticing health inspection score walk bag priceless,neutral,81
new twitter,neutral,11
hmm see decemberists go raleigh work night cheap seat bolshoi probably neither,negative,78
morning garden getting air,neutral,26
enjoying weather go work last shift,positive,35
yeah come barcelona fan concert come barcelona jessi te quiero,neutral,62
hi everybody sorry long listening iwas busy,negative,43
gut,neutral,3
toasting seems waffle farmer kid sure eat lot,neutral,45
sad school gon na miss friend teacher,negative,37
love way india,positive,14
happiest place earth j adore,positive,28
oh dear followed someone claim help stay young end nigh,negative,55
sleep sleep seem forgoten meaning much mind usual insonmia,neutral,58
yet even get play year soon hope,neutral,32
bing chandler bing new search engine microsoft name bing,neutral,56
mother day lunch,neutral,16
cried make cry love joey,neutral,24
agree missed lot away busy like whole new place,negative,47
bit motorcycle trip today,neutral,25
andy dance one fonzie gomez show haha,neutral,37
happy mother day god mother step mother,positive,39
watching pianist dad great movie,positive,32
lmao would taken least week,neutral,27
hubz company organising,neutral,23
ah man suck happened prompting reinstall,negative,40
english essay r j wtf done long time ago assigned last thursday,negative,63
obama last night covered voted apology fox table,negative,48
love new hairdo haha live ny yeah really hott,positive,45
get trumpet book get caught rain trumpet book oh dear ny,negative,56
book read movie watch n stuff buy bored,negative,39
got watt chingo bling chile thang without bgeezy need show,positive,58
oh poor bear nightmare wrestled huge snake,neutral,42
rumbo bachilleres,neutral,17
yeah hired guy named lenny tend rabbit year,neutral,43
happened jerk,negative,13
eating cheetos morning,neutral,22
thanks got hold someone knew stuff last,positive,39
wow love thanks,positive,15
omg im bad mood 2day wats ppl doin2nite,negative,39
picked copy printed brochure bwrc excited,positive,41
sleepy time room finally clean,positive,30
anyone excited harry potter like twilight postponed first love oh well find hai chai,neutral,84
soz neva saw message till add delete cant see message uve left page,neutral,67
bored cleanin house,negative,19
finishing quick magazine article cap wait get done get back book,neutral,64
wow teacher called skunk cuz hair,positive,33
yeehah quality,neutral,14
sitting friday night bored,negative,26
wine,neutral,4
regrettin decision made,negative,23
passed wrecked car hoping everyone got ok finally picking speed b mpre,positive,70
hurt foot gym class,negative,19
appending verticalchinese hash tag nice touch,neutral,45
hug sorry feeling sad e,negative,23
home invader taken base,neutral,23
soo sick wade mood swing uhh hate ahh,negative,37
oh good thing viral,positive,19
listing music putting finishing touch mother day present cool part cost thing,positive,77
grey anatomy fuckn awesome atm,positive,30
costco bit print photo photobook,neutral,32
stop believing remix sure sacrilege,negative,35
start throw u traffic crazy,negative,27
embark large tour bar project hopefully die alcohol poisoning,positive,61
thank comment,positive,13
thankyou,positive,8
hahah wish true really really bad gon na stay home chill tonight usual really wanted go,neutral,87
awake sleep bc feeling sick yuck,negative,32
agree spongebob better,positive,22
r sending tw business ppl mainland return favor chinese police representative tw,neutral,80
excited blowing another candle today kid,negative,40
free unlimited ringtones usa awesome iphone,positive,43
bored without camera,negative,20
omg tragic,neutral,10
yeah drank little bit anyways definitely show drink,neutral,51
think ipod touch may breaking,neutral,29
tour student morning huge pickup mother day speaking luncheon100 planter nothing boring,neutral,87
emozac good morning france zaccie,positive,33
thanks kelly sweet,positive,18
happy birthday month get day deserve whole month,positive,48
thanks alot hope help spread word get people involved already making real difference,positive,84
ahahahaha love twilight liee know love robert pattinson,positive,55
got email auntie bout father day mother day wseven mom father day consist dad realitycheck,neutral,90
home im lonely,negative,14
well good morningbrunchish took exam think good,positive,47
lol bother messing metabolism drinking lot water pretending different food mm grape,negative,83
rip little bird flew window snapping neck,negative,41
killer jonathan ross completely epitomised love fangirl heart seriously wow miss reading dublin,neutral,95
still awake coulnd go back sleep,neutral,32
g night twitterverse much twitter luv,positive,37
totally rock onn,positive,16
twitter question go brother 1st soccer game season stay warmed bed minute reply,neutral,79
really look like boy need someone hair,neutral,38
know star war day today may 4th,neutral,31
drink trainer brand look,neutral,24
aw thank suppose good thing since mean tweeting,positive,47
girl make twisted time,negative,22
wish could go e3 oh well,neutral,24
got one babygirl,neutral,16
yeah used initial flickr account,neutral,32
pange ahahahahaha two could meet drink,neutral,38
absolutely hit bottom one way go,neutral,32
would live across country,neutral,25
yay think animal hard,positive,21
baking cake momma,neutral,17
haha balcony seat great giant dragon thing glowing red eye move wing,negative,68
yeah suck tried ask q never answered loved joe hugged nick,neutral,58
anywhere mind long superman good music sweet,positive,44
haha really going workshop school next week going plus car broken right,neutral,71
money laundering tip sell business constructed hotel etc take possession clean money,neutral,84
sorry little disturbance sapinsidetrack palo alto went debugging session line unmuted,negative,85
wish would admit new lovah,neutral,26
bah h8 waking,negative,13
told would lol hmm,neutral,18
hi jenna hope well thinking wishing best lot love new york,positive,58
ooh storm always welcome news happy mother day,positive,46
wow safe trip back home begging please come back bloomington soon,positive,65
yeah sad ravenclaw account love account bit,neutral,43
look like ionbased miniitx board ship midjune earliest,neutral,54
q studio created open season google look dvd downstairs feeling lazy,negative,68
roman pain killer lq med thanks jess agreeing go get yogurt go,neutral,62
got hair cut great stupid gum,negative,29
wating get hair cut prom suck people screaming instead talking probably going wating another hour,negative,97
love mommy happy mother day,positive,27
despite rain fantastic day,positive,26
waiting last video rendered watching episode,positive,44
rankin know whole different meat pie back,neutral,41
yesterday year anniversary best day ever yay mcr,positive,48
sad today,negative,9
pool doesnt open til tomorrow,neutral,29
elevated error rate streamkeys found connection problem server migration easy huh,neutral,81
home school watching show,neutral,25
thanks hun working hard thanks mama yuhh,positive,40
sheesh crochet bah humbug sleep um suppose someday,negative,50
changed picture profile friendster,neutral,34
boo thought list meant would good go look like get cf adapter dslr,negative,66
unusual,neutral,7
tired work 5pm fb,negative,17
remind get take pic blooming clematis wind storm tomorrow,neutral,57
much fun banana dessert alone worth trip austin back soon,positive,57
yeah suck working nano take music sad,negative,37
hate feeling get listen song completely reminds thing used get emotional,negative,72
liking window release candidate far also liking new video card terabyte harddisk,positive,80
ofcourse start fightin aight party buts cool theyu held im chillin home girl happy mother day,positive,93
happy mother day mama bear,positive,26
youtube,neutral,7
ah allergy must sleeping walking work,neutral,37
awesome take look home,positive,22
realized hold membership gym saw bank statement,neutral,47
want friday come quick want beauty sleep shopping,neutral,49
exhausted thank goodness race almost training ruining social life,neutral,65
scrub finale beautiful perfect believe gon na another season,positive,60
goin eat smack breakfast getting started day catch ya flipside really wish cud go mobiledang bahrain,positive,100
well like call success,positive,22
hate history coursework much,negative,28
say miss cousin badly,negative,21
way seattle yay seattle boo matt leaving,neutral,40
teacher appreciation week making delivery instructor morning,neutral,60
oh nice,negative,7
dude even say bye,negative,17
happy mother day going cook something thank goodness tablespotting,positive,66
gloomy outside making sad miss sun happiness,negative,44
brad olympic village watching season rack adult hood,neutral,52
thanks everyone twittering still newbie friend would like invite please help girl,positive,81
missing bham,negative,12
wednesday mom making huge special dinner whatnot celebrate new single ya knoww,positive,78
sick fighting look like burlesque,negative,33
aww thanks best husband ever really lucky hope wonderful saturday evening,positive,73
stfu e3 list link broke,neutral,23
hey lady coming canada fall love see concert time 1st time,positive,58
think finally reached point life need nasal hair trimmer,neutral,56
okay able sleep tonight,neutral,23
nice clean,positive,10
aww kk need huge shopping trip joshstore get also joshmobile pft,neutral,64
time go bed tired catch couple day land recover flying denmark,negative,62
think might like twiterfon better tweetie recent upgrade twiterfon great none tweetie,positive,85
wish live holland going see paris,neutral,33
say smudge start calling people given malicious action pulled night,negative,67
lunch forrest baron fpu dead,neutral,28
raj squad,neutral,9
yes love manchester orchestra sigur ross band ive never heard ill give listen thanks,positive,84
back brunch hopefully lured two friend,neutral,38
stopped today wish luck overload first,positive,38
lol,neutral,3
yeah wanted say yourname section bit tricky way find reply tho,neutral,62
b2g1 trying save cash next month vacation,neutral,41
panic big topman,neutral,16
hi fellow peruvian,neutral,18
take look tomorrow definitely want graph many tweet possible,neutral,60
good day,negative,8
get bed,neutral,7
catching house season finale monday,neutral,35
leann make feel better im studying sat night wo blackberry,positive,58
brings back everyone button access public timeline,neutral,50
yay finally made sale gallery really help artist,positive,48
hey honey bunny big bunny hug,positive,29
iya nyokap gue pernah berkata demikian hard share,negative,49
l unfortunately notmy work tie whole summerbut eutour fall want rebound,neutral,71
sure walking around barnes noble comfort much well work,positive,55
blah blah blah kidding dude never anyone offer stem cell haha,positive,61
many wire sort,neutral,14
head hurt,negative,9
unlucky day without hope see wednesday though right x,negative,53
cant believe woman talked getting different hairstyle real talk though clue hair,neutral,80
happy mother day wonderful woman great relaxful day,positive,51
naw idk ur talkin,neutral,17
aww feel bad lil look like know coming,negative,38
see jonas brother 3d movie funny one else hahah,positive,47
new tmobile advert trafalger square look like lot fun except load pigeon,neutral,72
good night im slep good mornining xd,positive,36
want someone come take picture one,negative,34
really bad mood,neutral,15
played bit pool buddy going bed work tomorrow,neutral,45
wishing work done soon,positive,22
already cry movie started like 15mins ago,negative,41
hour til plane ah yay,positive,21
ok one interested special popcorn stale waste going find homeless person give,negative,77
sad best friend selfish heartless exclude life completely sad,negative,61
twitter hacked,negative,14
get ready tom got ta go make sure done anything stupid ill tweet later,negative,70
oh sick feeling kinda sick hating overcast weather,negative,50
song gave song,neutral,14
get well soon,positive,13
square b sad well square crocheted bee poly fibe,negative,48
thanks let know print gallery would like work detail,positive,52
lushh wernt managed keep lol aww amazing,positive,40
got home city light show yeah,neutral,29
sniff feel left grin,negative,20
living ballarat,neutral,15
want part window clubhouse wl space blog random place share window stuff,neutral,72
get back tokyo man miss,negative,23
money problem bad day,negative,21
aw taxi man going fast,positive,22
ugh frustrating see brief week group mostly traditional agency,negative,62
yeah missed 2nite,neutral,17
awe man suck everyone make mistake feeling people forgive,neutral,57
like enjoy photography,positive,22
early proppa shattered knackered,negative,32
babysitting paionks thinking going see obsessed,neutral,47
goodnight trending topic lol,neutral,28
disappointed win teh glassez,negative,28
dave happen working listen whining big time,neutral,43
way past bed time gon na catch sum snl,neutral,38
havin stupid stomach pain today outing sph frenz stomach nvr fails dissappoint haiz,negative,83
welcome back japan,neutral,18
zulu get michael jackson ish bad look imo,positive,41
ah tummy hurt starbucks sugarchocolatecaffeine,negative,46
killboy would really great except im allowed talk boy phone long story fault,neutral,76
work outside,neutral,12
somebody buy plane ticket home miss girl,negative,40
finished weeding flower bed weed grow well legitimate plant hate,neutral,64
day minnie,neutral,10
nope gone,neutral,9
hey jodi ugg im bored made sundae c monday hahaha rymed loll cu school,negative,70
oh happy judd day haha juday,positive,28
got good happy mother day,positive,25
mitglee confusing flippin expensive,negative,35
ahh sometimes best kind day lazing around little cuppa,neutral,54
done everyone going home drinking beer starting next week,neutral,57
bandwidth limit exceeded website,neutral,32
beautiful sunshine woke litterally minute later start rain must cursed,negative,70
writing mild wild article,neutral,25
heat,neutral,4
hating weather ugh,negative,18
cavs score lol,neutral,14
woah love new twitter app many new thing got finished watching jon4lakers video good,positive,84
news gone,neutral,9
bit worried,negative,11
really needa find stastics,neutral,26
like dr seuss quote know love fall asleep reality finally better dream,positive,70
yes make want better person think mentioned continue still evil tho,neutral,67
everyone say,neutral,12
early happy day birth case make tired therapy today n taking medicine misshu love ya,neutral,84
glad hear okay could really hurt sound couch okay lol,neutral,53
sanctuarysunday mission make sanctuary trending topic day lot people board join,positive,79
soo fed,negative,7
like old day drinkin old spot,neutral,29
gandang mac un ah sure market ma mahal pa sya sa macbook pro ang cool ng concept,neutral,80
beyond told people indiana batshit lived feel like escaped orwell book everyday,negative,79
amazing night girl,positive,18
need work overtime project lunchtime sorry,negative,42
