tweet,sentiment,length
" gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",neutral,108
"_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...",negative,132
had an amazing night with the girls,positive,35
 can`t! need to work on overtime project at lunchtime.    Sorry!,negative,64
wishes Happy Mother`s Day!,positive,26
I want a lie in tomorrow! Won`t be getting one though,neutral,53
 Oh you do? I have the ability to teleport,neutral,42
" I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",positive,110
Such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #bikeTO,positive,90
A VERY HAPPY MOTHER`S DAY TO ALL MOTHERS OUT THERE! Mamma Mia - Abba   ? http://blip.fm/~5z5uw,positive,94
http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,neutral,103
" I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",neutral,124
Screw you guys and your prom pictures,negative,37
So Bored. Firday Evening And Nothing To Do,negative,42
i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',neutral,113
" Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",neutral,127
Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,neutral,136
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,positive,96
nomatter how much i sleep am still tired  either going to sleep early or late....,negative,81
"Soo embarassed I didn`t see the tweets I`ve been getting from kind followers.    I`ll do better, I promise!!!",neutral,109
 i was sweating 2 but i didnt see u there,neutral,41
 Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,negative,92
watching the games and making some popcornss!,neutral,45
"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",negative,102
Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,neutral,131
"So twitter is a journey now.  well, okay.",neutral,41
Im sure the 5 ppl who came in after me will be seen by a dentist before I will,negative,78
Rain makes for a good study day  almost done!!,positive,46
My dog Roscoe died yestarday and I`m so sad,negative,43
 boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral,79
 Ok then  ...I was doing fine..now not so much lol,neutral,50
_thomas if only the drinking game was tonight...I don`t have to work till 5 tomorrow,neutral,84
My dad is trying to force me to learn to drive. I don`t like doing things I`m not good at in public,negative,99
 we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,positive,98
"this song called stolen, it soooo amazing!! it by Dashboard Confessional",positive,72
 don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,negative,89
"_skies  but gi is team edward, so i`d watch your back :p",neutral,56
" OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.",neutral,78
Hoping I hear something soon about Krystles surgery,positive,51
pink bubble baths and champs,neutral,28
im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,neutral,99
 mothers day pak...,neutral,19
 exactly  Prime Minister doesn`t need take care this issue,neutral,58
also  your caramels are like crack....  just thought you should know.,neutral,69
" I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",neutral,99
"waking now, so lazy and very worry ...",negative,38
_yeah - I know the feeling... Good morning mate!,positive,48
Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,positive,128
i got locked out my carrrr  had to call a lock smith. - $35.00,neutral,62
Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive,55
"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",neutral,136
Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,neutral,66
going to see star trek with my babe  im actually excited about this hah,positive,71
C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,positive,96
 i want magic mountain tix but i dont get ur station out in paso  boo sux for me,negative,80
http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days,negative,92
 lol we should start a group lol the **** sisters,neutral,49
CoNvErSaTiNg,neutral,12
just got home from church. The Service was good,positive,47
What do u see in her that i dont have  ,negative,39
Geography papers are so boring!  I hate revision!,negative,49
Ok- I guess it`s time to throw in the towel and head to work,neutral,60
watching Destrey videos,neutral,23
Hanging out with Dan from Houston Calls!!,neutral,41
"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.",negative,119
" sad, but true",neutral,14
"just got home, talk",neutral,19
I want some cookies.,neutral,20
"Still no pic, very sad",negative,22
attempting to count the days till i return to canada...theres alot of them,neutral,74
Off to work I go!,neutral,17
" But  is on page 6 at Ms Twitterworld, only 26 votes",neutral,52
"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",positive,71
14 more days with slow internet,negative,31
AC getting installed today,neutral,26
Aww people must be COLOR BLIND  HUH random1,neutral,43
 Hi Sharon Missed you on our x factor last year!!  Come Back!! x,positive,64
 nope.  they are all sleeping cuz they live on the east coast.,neutral,62
All of you can have fun tweeting all day while im cleaning hair  LOL,positive,68
The muse has me gripped firmly by the throat. Really enjoying my writing,positive,72
" haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",positive,90
just woke up with a cat in my face  haha,neutral,40
Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,negative,99
My door looks naked   It makes my room feel bigger though.,neutral,58
Last night went really well. Got some cracking shots,positive,52
 ow,neutral,3
i wish i was at the beach already,positive,33
"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",negative,93
"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",positive,124
Chauncey is giving his last sac speech...,neutral,41
FJGKFLD;`Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.,neutral,59
had a funny time at neball against PLC  score: 48-3. what a game.,positive,65
 what happened to all your sexy quotes?,neutral,39
 hello  Well it`s sunny out but my head is fuzzy and coffee isn`t brewed yet... how`s your day..?!,negative,98
"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",negative,106
"_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",negative,128
 I hate that Costco always costs us so much money,negative,49
Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,positive,106
This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,negative,84
 Extremely excited! i`m 15 days behind you,positive,42
 Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,positive,114
Ha ha 1 point for the men,neutral,25
Happy Mother`s Day  http://bit.ly/LRSnG,positive,39
Should not drink cheap wine,neutral,27
 has just voted for you. hope you win!,positive,38
is watching the canucks,neutral,23
 Sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,negative,124
" oh wait your in Greece, I`m in the U.S of course you think differently",neutral,71
Happy Star Wars Day! .... May the 4th Be with You!,positive,50
_0981 ohh that`s awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL,positive,104
 you`re in London?! Wow! I`m near there,positive,39
" hey ty for tip, wifi networking is one if my many talents  I`ll get on it when I can be bothered LOL",neutral,101
 Well thank you.,positive,16
 good luck with the deer next weekend!! Hope it isn`t too cold or snowy,positive,71
" Actually, I also thought Mother`s Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",negative,123
"Photo: So I still havnï¿½t hooked up my editing comp  I know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xeh1wetiq",negative,138
Rachmaninoff makes me a happy panda.,positive,36
 the script are amaaazing! Rusty halo and i`m yours are my favourites,positive,69
"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral,130
 seriously...it only gets sadder,negative,32
finally over my sickness.,positive,25
"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL",neutral,138
"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",negative,130
 why??,neutral,6
" wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",positive,106
just done planting the garden...hope sun will shine soon!,positive,57
With alex,neutral,9
 Shame about your job  have you thought about working for yourself?  there`s big money to be paid http://bit.ly/1864ml,negative,118
what a day!!! motorways and trains noooootttttttt fun,negative,53
 omg wtf why is there a **** site following me?!,negative,48
 Oh no!,negative,7
Just ordered henna! I`ll be a redhead again in a few weeks.,neutral,59
 hahaha. do it  you`ll have a blast.,positive,36
  There`s also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,neutral,113
what am l doing?? .....nothing much atm,neutral,39
 night Diana and if you travel soon take care,positive,45
 whatsoever do you mean by `how I get down` lol I`m always sober,positive,64
Good night all  Even though it`s morning for most of you lol,neutral,60
hugh isn`t on it  lied last week,negative,32
 yeah it is I feel sad tho.,negative,27
  hope u feel better sweetie,positive,28
" We people? I`m just an amateur Ark builder, no political affiliation. All are welcome",neutral,86
 http://twitpic.com/4vw9a - lol wow I`m watching X-men: The last Stand right now too,neutral,84
Spending the first night in my new place!,neutral,41
 yes and no. there`s some strange infection in my body that`s causing me to be sicker than I need and to have a fever.,negative,118
last real seventh hour,neutral,22
nice hair and nowhere to go,positive,27
On my deck... Perfect weather today! Not feeling good tho...,neutral,60
At TGC concert  good to see old friends and remember the old times!,positive,67
awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,neutral,90
_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,positive,64
Excuse me ms.gomez who said you could leave,neutral,43
 Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive,125
Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,neutral,78
"Gorgeous weather, but no bike",positive,29
" Thanks Heather, glad you like the dish",positive,39
" wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez",positive,96
Totally just skid all over the road.,neutral,36
_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,negative,90
I stung myself with stinging nettles all down my shin,neutral,53
I miss the Air Canada Centre and Andy Frost...,negative,46
still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,neutral,91
Ok super bored... guess no one else it,negative,38
I cant follow any1  on FollowFriday LOL u guys follow        ,neutral,61
Wearing my new Victoria`s Secret slippers,neutral,41
Having a long island ice tea,neutral,28
Oh dear. Sunburned back,negative,23
 Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,positive,70
 i would prefer 1 more monday,neutral,29
 Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,neutral,92
not in the mood,negative,15
$RZ Hope so.  Time will tell.  Good luck   $$,positive,45
 Thanks! (followed me back),positive,27
 I crochet Laura. Simple stitches...I can make a mean afgan!,neutral,60
 ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,positive,125
"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",positive,128
 you`re so lucky. we have 6 weeks until summer,positive,46
" have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive,79
_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,positive,127
 As do I  Leopold says hello.,neutral,29
My shirt is a fuzz magnet today and I feel totally uncomfortable,negative,64
 yes please,neutral,11
" It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative,80
"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",negative,120
Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,negative,88
believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,positive,134
Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,positive,45
 Oh gosh I hope so. How fun!,positive,28
"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral,107
Crawling back into bed...because I can,neutral,38
 ye it is not fare on me  x,negative,27
"So tired of driving, I really could use a chauffeur",negative,51
 Cause its true!!! It would!!! Hahaha... I Love YOU,positive,51
is busy creating a new logo for my  site,neutral,40
starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,neutral,99
sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,negative,120
 He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,positive,116
" Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",negative,79
 Get you lol what time we eating id hate to be late,negative,51
 My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,neutral,106
i totally do not know how ticketless travel works,neutral,49
 lol! I thought it was pretty funny too!,positive,40
"haha moms back today from a weekend away , her first words, ` whys the house so dirty?` i love life ..",neutral,102
 hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,negative,93
 oh but that girl  but AIDAN!,negative,29
_McLife yeah that is the one thing i hate about tweetdeck,negative,57
 Really! No even a little bit of #pane,neutral,38
 oh **** that sucks,negative,19
Thanks for the follow my new Twitpeeps!,negative,39
"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",neutral,84
 i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,positive,69
Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,positive,119
"_jodie Um, I was thrown from `s van yesterday and had to be taken to the ER",neutral,75
 yeps...just for today though  I badly wanted to do some geek-shopping...,negative,73
"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",negative,135
"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",neutral,98
"Aaaagh, aircon not working in my office",negative,39
Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too,neutral,130
Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,negative,133
Heading downtown! Drinks and dancing!!,positive,38
"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",negative,89
 You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,positive,126
"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative,116
 where`s the UK love?!,neutral,22
I have a broken wrist,negative,21
Guess I`ll be running in a little bit. Accidentally fell asleep,neutral,63
Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive,96
had a nice brunch by the bay.. Thank God for Mommies!,positive,53
  i love you. don`t leave me!,positive,29
Back to reality... boo,negative,22
Is definitely working sunday afternoon to late evening,neutral,54
 you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,negative,105
I only have 2 more seasons of X-Files to watch,neutral,46
 I understand  Computers are fun again!,positive,39
 haha it will be interesting haha,positive,33
 Yes. when I was talking to you...,neutral,34
  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,neutral,120
HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,positive,105
Im craving some cinnamon toast crunch. Why is it so cold today!!,negative,64
 Thanks bro but I`m awake already  How are you?,positive,47
At the coast. Too many people here i know.  i love you Nicci!,positive,61
" you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",negative,120
Watching Ace of Cakes,neutral,21
 My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,negative,91
"yeah one burrito did not taste like the other, there was no avocado ranch sauce",neutral,79
its my birthday.....happy birthday to me!!!!,positive,44
 i wish i was outside,positive,21
" Hey Sam, happy mothers day",positive,27
"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) & PsPrint, each biz card = sep. project =",neutral,133
is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,negative,100
gear troubles all day long!,negative,27
 Please bring  to your show,neutral,27
Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,neutral,41
Graduating from high school tonight  im kind of sad..,negative,53
http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,neutral,70
" Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",positive,89
is going to her last full day of school. life is good.,positive,54
I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,negative,118
this thing was more fun with my itouch,positive,38
" well, the requirements are quite high as well",neutral,46
"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",negative,105
 You know we dont believe half of what they say,negative,47
 denial can be very powerful,neutral,28
 congratulations,positive,16
"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",neutral,133
"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",neutral,137
 EPIC moment! hahahha i swear.. i really wanna see it,positive,53
Done some positive affirmation now back to the Japanese yay for bank holiday Monday,positive,83
"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",positive,137
 YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,neutral,92
only an hour left with my iPod touch,neutral,36
OO YAY 39 FOLLOWERS I WANT 100  HELP ME,positive,39
"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",neutral,80
 is over,neutral,8
 I`m absolutely jealous as hell of Brenda,negative,41
Whooops... wrong smiley... it`s supposed to be  LOL,negative,51
 ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,neutral,102
my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,neutral,80
Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,positive,115
 MTV Movie Awards. Go vote! STAT,neutral,32
 Why do you not respond me?,negative,27
AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,negative,109
 i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,neutral,116
So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,negative,133
"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!",neutral,134
he`s pretty cute.,positive,17
when do the stars come out??,neutral,28
"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. >=( Well Good Nite World!",neutral,104
"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",neutral,122
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,positive,68
" lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",neutral,123
just now i know how twitter exactly work,neutral,40
Might be in the middle of a perfect weekend...,positive,46
"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",negative,136
" Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",negative,111
" weird, `cause i synced mine this morning and got the new episode...",neutral,68
 same with drunk guests.. Our jobs are pretty similar sometimes,neutral,63
" You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",negative,98
lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,neutral,80
 i know  mark is still one of my favorite boys ever. So nice and adorable.,positive,74
 Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,negative,75
_ A blouse! ahahaha I gave her money and she went to get it!  Where`s your mom??,neutral,80
 If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,neutral,117
 ... i hate it so much.,negative,23
i woke him up in the end. Got bored.,negative,36
recovering from being sick ... anyone want to bring me soup?,positive,60
looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,positive,113
 Very funny Thanks,positive,18
 I love it...that`s going to be one of my new fave quotes.,positive,58
_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,positive,70
 AH! STEPH TWEETS!,neutral,18
has had AWFUL hiccups today and now can`t fall asleep because of them,negative,69
" if you could get down to easton, you could join us!",neutral,52
baked a cake & watching a movie.,neutral,32
Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,neutral,115
just watched JONAS. It was funny.,positive,33
Just downloaded parnoid,neutral,23
 I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,positive,87
 me me me!  lol,neutral,15
" Now, what on earth led you to believe that?",neutral,44
Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive,57
wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,positive,86
_ Goodnight,neutral,11
The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive,81
" Sam, may I ask an odd question?  What might your fave animal be?",neutral,65
"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",negative,137
 What happened to Dave?,neutral,23
am sitting in the library with eyes half closed cause havent slept in a while coz of exams,neutral,90
 Yes - noticed that after the retweet..,neutral,39
Just got to work. Only today and three days left.  my heart is breaking.,negative,72
 oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,positive,89
 shut up  you know what! oll just like zack again then.,neutral,55
10) I`m allergic to hot wax,negative,27
 Pad Thai is my favourite,positive,25
I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,neutral,97
". I missed your party...you must forgive me pleassse, i feel bad..",negative,66
 oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,neutral,77
"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",neutral,129
Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,negative,91
"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",neutral,84
 I`m sorry to hear that! that makes me sad,negative,42
yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,positive,92
" That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",positive,121
SNL with Justin Timberlake!,neutral,27
 http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,positive,70
"Gonna WoW for a bit. Later, Twitter <3",positive,38
"PINKPOP weekend & I`ve got NO tickets, meaning no BRUCE Springsteen  Oh well, it`s WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!",negative,125
" yes, at an upgraded consumption rate, too",neutral,42
"300 updates  actually 13,527  lol",neutral,33
Not feeling very well.,negative,22
45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,positive,66
_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,positive,90
 he`ll be out of school in 18mos! He just started again,neutral,55
 showed my fluid decreasing slightly so doesnt look like Im getting out of this bed anytime soon  Ive got a follow up U/S next week,neutral,131
" talks about _Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb`s! Wish I could go support!!",neutral,120
" hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj",neutral,89
****....game starts in 30 min!!,negative,31
"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",positive,115
 arre seriously! They shud take his sperm nd clone him into 23 yr old single guys,neutral,81
 I want a massage!!!,neutral,20
"Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don`t know who",neutral,136
Sick kid trumps advance planning.  Bummer,negative,41
" If I knew it was gonna be this kind of party, I would`ve stuck my **** in the mashed potatoes!",negative,95
 hahahahahahahahahahahahaha  that could be interesting,positive,54
He`s off...again  i wish he would make up his frickin mind...,neutral,61
"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",positive,124
****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,negative,105
 revising as uni exams are looming,negative,34
bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x,negative,92
" how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways",neutral,89
 Thanks for the #followfriday!,positive,30
 Haha... How could u? dun eat properly rt? see lar~ Go take medicine,neutral,68
"Love, laughter, creativity.",neutral,27
_Mel thanks that was nice of u and I appreciate u,positive,49
because it is too hot i am sleeping with the window open. just means all the noise will make me up early,negative,104
"hey life, i love you!   (translation: i love life!)",positive,51
"  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",negative,94
#BGT That poor kid,negative,18
knee surgery.... back home for about 6 weeks,neutral,44
 i hope its earlier. september is along time offf,positive,49
 Good luck on Monday!  Keep on rockin`,positive,38
 is work next door sucking again,negative,32
My friends are awesome!   -- and the non Twitter ones here right now too!!,positive,74
" In case no one gave you a heads up, AT&T just put out an iPhone app for account management (MyWireless) I`d love to see a review",positive,129
"  Lets change this S0ulja B0y te|| em trending topic to, 'Soulja  Girl Told em'",neutral,79
i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.,positive,67
 Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,negative,91
is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,positive,72
I need skott right now,neutral,22
 hello hello hello  what u up to tonight??,neutral,42
" dude, i didn`t know it was a personal experience. sorry something like that went down",negative,86
 i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,positive,93
 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,positive,125
Just got caught in the down pour,negative,32
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,negative,120
I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,positive,101
MY best `thing` on the planet,positive,29
 that`s because of all the stuff that was stolen while you were gone...,neutral,71
Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,positive,108
(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7,neutral,90
 God bless you my dear friend...,positive,32
 I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,negative,100
thanks kate too.  *kisses* Xoxo.,positive,32
Poor .  The flowers are fornicating with HIS nose now.    ,negative,58
just got home from a meeting with the girls... Maaaaaan I`m exhausted!! Goodnight world,neutral,87
I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,neutral,122
wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,positive,66
I miss my cousin so much,negative,24
Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON,negative,108
bored bored bored. nothing to do today besides work at 5,negative,56
 Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo`s pregnant it changes things,neutral,121
"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",positive,97
" No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns.",neutral,124
It`s Just So Audioo.,neutral,20
 Everything,neutral,11
 maybe she`s funny like a jester,positive,32
This is sad,negative,11
"Grrr, I can`t even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",negative,108
 I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,neutral,78
Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,neutral,100
